filepath,filename,class,split,extension,width,height,mode,format,frames,file_size_bytes,sha256,decode_ok,error,pillow_warnings
dataset/train/Algal leaf spot/2025_12_21_IMG (240).JPG,2025_12_21_IMG (240).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,52082,da1d9ff9e4e61a39f39071825a3100d41a278a0e6b188d80a40aa93af74115ef,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (241).JPG,2025_12_21_IMG (241).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,50092,fe7305d21cef89df98aed8530949f2eb883aec21f3c89ab207e2eb5d2090ba8b,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (242).JPG,2025_12_21_IMG (242).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,43751,91d6c140270b3d4ffa6dcdf2ed173c4a35ffd93ea435f6b70a2f32f98b628bf3,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (243).JPG,2025_12_21_IMG (243).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,50700,666b47a82c9092fa9a93a357742a8836c2180b4cc9176a0844e958447fa29bbc,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (244).JPG,2025_12_21_IMG (244).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,52074,fc42fd216d20bcf1a09fa05b6fb51e9f26f6ce00d4e691d6c5bb184f40e86610,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (247).JPG,2025_12_21_IMG (247).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,56742,a3e34e91d43c7ce81dc3c619247a6b25fdaf11a1c1470f72387952b9deb64278,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (249).JPG,2025_12_21_IMG (249).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,55832,44e1bfdf2d43c2cf796026cf4fa0d4ea7d1b59e367fe35da5b5207f972d1c44e,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (25).JPG,2025_12_21_IMG (25).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,35326,4f4d4eefb6bd8bea9bc316d370cd5f521c7be5a3ba32bc6b317f3af97b0a7462,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (250).JPG,2025_12_21_IMG (250).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,58223,4048d561471fc854581a1ae6f83607fc468db93ef8afc15e697e4b7cff3ecf96,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (251).JPG,2025_12_21_IMG (251).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,49578,c0db14a7d529326ca00b8a9bfa64944a42535577ac2eee5d4a900af56953d463,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (252).JPG,2025_12_21_IMG (252).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,48983,75674693e287912e5071162b826319dba75e8d99e0600c38018d96b14881d6d8,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (255).JPG,2025_12_21_IMG (255).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,55674,b2d5d5ccb7b5be2c971528c984ed505e58eb6ce3ca9ec60b0247f347098f890b,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (259).JPG,2025_12_21_IMG (259).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,59619,be24b1fcf0c38abac1fd9604ca17acfdeb6051d1e8ce6e423efc96885826edf6,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (26).JPG,2025_12_21_IMG (26).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,46648,be75c1cf537b5ade1b5d94280105576646ceb0af6bf96e081ac65d5b1484f1a6,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (261).JPG,2025_12_21_IMG (261).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,46380,0d3113a7391f256b3db1443f1e6f3265e3be970aeabb304905e4cbea3a631947,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (262).JPG,2025_12_21_IMG (262).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,47056,36495e044e9e8845d3238ce77d5efa449253c835b7fb7ca2a06a25d82d8858a2,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (263).JPG,2025_12_21_IMG (263).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,56158,830f09500f36116a254bf1041fa9d6767f2ffe4902ce534b3fe42032b26f5a9b,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (265).JPG,2025_12_21_IMG (265).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,54836,148223c56dd2e0f79a2627fb739bd9bf886d7bb781df665d7d533f6a569d7cac,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (268).JPG,2025_12_21_IMG (268).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,40292,b2dae075d0c8945e7798fb89616b1b821d4e5f343b1e9cb7dd1ecc45e7ab93dd,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (269).JPG,2025_12_21_IMG (269).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,39805,950d8c9447fcd9448afbf12ec6437dd50260a640b71b2b620eb12f8d9a210b32,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (27).JPG,2025_12_21_IMG (27).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,46742,b03e3ac900e7566574741f440bdb8bc1664203405418cb0c33fd165475c5f3c8,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (270).JPG,2025_12_21_IMG (270).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,33826,3e3234f914d5169d16c4860ddcf2ba37eda9c4b4f824e05a34f719f2200d7a78,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (271).JPG,2025_12_21_IMG (271).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,34165,9c93484e07bd3b2f0dc873acf909ef0c6e02691d475af3001019fa787dd93783,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (272).JPG,2025_12_21_IMG (272).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,34732,0b74efcc7dd5370183e358e6acb3c5cb96dedcc8137373a5100c145e49ef8b71,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (275).JPG,2025_12_21_IMG (275).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,39149,bcdee8c20ce5939b40485008b2657ba4e23cc433c110dc2a01e99dd7195be631,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (277).JPG,2025_12_21_IMG (277).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,34034,6b7b4c2dc5651f6a679113042809e52e4894508eaf9d6ab9b28ead712e6c5e52,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (279).JPG,2025_12_21_IMG (279).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,43096,41a59a92a0fa13111c7a28aba6cc8ec2871b6b2b061b4df4bf2aaf2ccec6ba06,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (28).JPG,2025_12_21_IMG (28).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,46212,28fd78d531662c14947412975877a7cb9d6d8259145012c6bd8ab550cc16e55c,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (280).JPG,2025_12_21_IMG (280).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,38369,46086fcb464471de3112cd80003f5e67db866d52cfa380a29ed20d4a5949e0e8,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (281).JPG,2025_12_21_IMG (281).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,37528,2e60afbd37c9257f8217e17c8cfd03077228d4dc8480be66bdb22a8999a6e170,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (282).JPG,2025_12_21_IMG (282).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,37927,ca6548f90a5e04c393778055ab549288202af73334e1f305b6a76345afc95492,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (283).JPG,2025_12_21_IMG (283).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,42528,d705a242866c7b738cbfe30a605e30930d1209d8d8fbd955ba82716fe96f6d7a,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (284).JPG,2025_12_21_IMG (284).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,44509,d9cf39691af0beb8ca277a31e0bcc4578c10e024f54a72391e76acc373c5ff59,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (285).JPG,2025_12_21_IMG (285).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,43115,f6a7832c86b1a7c7cbe9a163993e8ff1c9d09af2cb805f6471a992a056bd1988,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (286).JPG,2025_12_21_IMG (286).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,34703,6ab7155e00192d33670cdb92885aae6582a701ba2217b0834b163cafc9702a28,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (287).JPG,2025_12_21_IMG (287).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,32203,ac4c6ddbeab1d08180ed338d896f0bf50a5e350b4529f54251c8d2eeb1dde944,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (288).JPG,2025_12_21_IMG (288).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,41362,7918fc1518b6f4b32bc7cc9baeb74bea5614df14e185ad9eb9ad49025b25c3d2,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (29).JPG,2025_12_21_IMG (29).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,46965,27774d95f7e450e7157a3c90a52b2f03f380942c3a1e8879a994360aaca7be9e,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (290).JPG,2025_12_21_IMG (290).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,37359,c464293038a9631f935ae00251b29cdae3654d5881bc6c9edab12369f212ff63,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (295).JPG,2025_12_21_IMG (295).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,39823,aa283a5db744e6e0d719669a4512af8e416b5f20d7869a9b1c02a451c6d31160,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (296).JPG,2025_12_21_IMG (296).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,41595,73ddb283bcef391ae39105d42b1b7f370161a10ece0b023fb7afd3a961205352,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (297).JPG,2025_12_21_IMG (297).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,40557,8046c723c3e58e92e5076d56f8dfa8c2a4d13765132a663e9f52793528589362,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (298).JPG,2025_12_21_IMG (298).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,45294,b092ed22528c994a4a4889350afa18b31aa75d0805560d422300ed4483fa4b67,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (299).JPG,2025_12_21_IMG (299).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,48500,5dd3348eb49665fa61eabe2a44d68269c28cc98c6a89e87f514118afef51f728,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (3).JPG,2025_12_21_IMG (3).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,38138,cb20b8bfb8ad70988eb874eba26985e0a66d2a883697ae3a1200d2d8c805062e,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (30).JPG,2025_12_21_IMG (30).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,52555,a7c520742f0ed50240ed128de06183ab2ef992d2c378260d1ee70ab2fd17d091,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (300).JPG,2025_12_21_IMG (300).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,45788,a25466816374d808aea3e0077992db0f176cb3817cf6ca4797f716a02f8c09ac,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (301).JPG,2025_12_21_IMG (301).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,43563,2576ff631e6477cb4eb50ca64fedc9853b5ea5fa99b7d9e6a40a9a1b8c596ffd,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (302).JPG,2025_12_21_IMG (302).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,42190,a5b0110a7a9b62f9422465ff1339dbd90e1f457655efc939f4cff2485a9fd86c,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (303).JPG,2025_12_21_IMG (303).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,42883,4f51ec50e68f649d450bca9bd90c0606f6a86be957911749ad9c73ca4e315a13,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (304).JPG,2025_12_21_IMG (304).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,45961,cf8c484dd9d9ef93914a1b47a81c2760f7083ee5ad7c1b60ca6c818e4196b4ca,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (306).JPG,2025_12_21_IMG (306).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,39544,1fc5cb7a49e3a3ae13d996dbd64f75a8dcdd19fcf65b2f50f6fb80d67b8c649c,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (307).JPG,2025_12_21_IMG (307).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,44452,68148c60f5e983e2be326f5d890f72644e6c118a128f0800dd164dcbb3bd2835,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (308).JPG,2025_12_21_IMG (308).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,38989,96879c78a7330218190146e1fab3e52609aa92c17dbf9655eeeba576a00295c5,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (309).JPG,2025_12_21_IMG (309).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,38695,e66ac92ed7ca3524175836a16e322c4900d1add445e887009aee8d306fa17734,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (31).JPG,2025_12_21_IMG (31).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,54586,5ea6ab3b994a58b0b98294dc64c9bdc7c6865d319425a24ac100797d07da8a97,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (32).JPG,2025_12_21_IMG (32).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,50674,3e5826aba76ec996c974bf482a1ac4196da89548c88ae095db98f79b8c40b0c9,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (33).JPG,2025_12_21_IMG (33).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,52483,78af954d855b5951cad5346521d04f20a7388c0c8aee41a6108106b07a34b102,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (34).JPG,2025_12_21_IMG (34).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,54791,32f77003112f5073b71dbfbb304b041fc1914f424302d046cd463d8cf325a717,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (36).JPG,2025_12_21_IMG (36).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,58249,b43be325a657ab8c7bd348ce6effbd4219f3e562ed234b4f4d65d66b6306a712,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (37).JPG,2025_12_21_IMG (37).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,61356,badab2636266775539d6b7d7e9530949f9d690124455ae54c944f496b23c1cf5,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (38).JPG,2025_12_21_IMG (38).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,61759,5d8aad79b5d7e8b6566bd19957ba83481e17707610305f223e4ab363bad6763a,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (39).JPG,2025_12_21_IMG (39).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,60634,90a92fdf2b8a84710a5f04c99f1ea1585309ac513c784779992ba03484cc4fd7,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (4).JPG,2025_12_21_IMG (4).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,37386,b6ace772da02d21ebd9e8e237ecc517c1a3b5041d8e5bd37e548628d3459601f,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (40).JPG,2025_12_21_IMG (40).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,60314,8b56f3359dae0cb0b73542331110cdf0dca3aeecbbbe6e2b759ff71d61604515,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (41).JPG,2025_12_21_IMG (41).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,61344,bacedf460276d9e8b51a13d2f229a436318ff63ae17415792eaebe3dede88934,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (42).JPG,2025_12_21_IMG (42).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,56913,8cbf99066a4bedc23bf4ee6072d362287fd8345c1dfdd3ef766443a2216776ff,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (43).JPG,2025_12_21_IMG (43).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,55375,dd1daa640c8b21cd064780b870faccccce3c0be02c14a547c0c8053b96b77f8b,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (45).JPG,2025_12_21_IMG (45).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,60162,29ae06bb78a3897f5dd27f227d44a86fc981787d8fc159a4b121bb90adf93f75,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (46).JPG,2025_12_21_IMG (46).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,57438,d98e238f0385375200b2559b102ac3b425c2302f8cf13322dfc19fe2ff955c71,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (48).JPG,2025_12_21_IMG (48).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,43672,eccf32c380d1f3c8a35ea6e0142708dc3c0774a544e8c1d9c4a7d1b8721effae,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (49).JPG,2025_12_21_IMG (49).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,45924,fec51b24eb98a734478cc63c11d49bcf0f248cdc0439ed84715b6edd21e0265b,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (5).JPG,2025_12_21_IMG (5).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,45579,381a0a90a894fe351c494ee588b04a3712d39726538beee3fefcf46dc2165953,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (50).JPG,2025_12_21_IMG (50).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,56801,edfb665b7a24671009b059801f338187c47f64f192dd94ca29420656db3e9b7a,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (51).JPG,2025_12_21_IMG (51).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,56300,2c8a25f2b1e3b7089a3d4f3d7fdce5e937d01b07fd035715114d89e826ddaa0d,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (53).JPG,2025_12_21_IMG (53).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,59475,a4ec75b6850609aa876e3a913625fe85b44a63f72f0f12638446cb9546d36065,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (55).JPG,2025_12_21_IMG (55).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,51641,3daf9ef6497b8b3e8355f1ec2a4c0450769ec31e8e88d05e0c7fdb65c7c02c7a,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (56).JPG,2025_12_21_IMG (56).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,43469,905bf30b681be11b8a5abcbc3f5dd18f0ad7b26a324a1cf5bfc809f80850a529,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (57).JPG,2025_12_21_IMG (57).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,43006,221acf9f8047cc00299ed65768f0ff17e6b923e23e4d846d518130baeffdaa0b,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (58).JPG,2025_12_21_IMG (58).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,44103,2a2d61168d39ff6495196d99a10f771801126452f80eb2987c6de82a4c5365c9,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (59).JPG,2025_12_21_IMG (59).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,43467,e35316c736e9e4d86e7c4b1e3e4b187dfd3d7d251a30943d879f115cba08be3f,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (60).JPG,2025_12_21_IMG (60).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,62266,8a393be1609b3af39d2a4d88ad60a0afe50a726e21ec436e2e0a0e97126e79f3,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (61).JPG,2025_12_21_IMG (61).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,63070,e1d661229d7b7ca495abba561db8fbdb6281bcdb533238c0457c09d030ea3173,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (62).JPG,2025_12_21_IMG (62).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,56318,d6c3c2bd1d22dfe06119e69154e436c4a9637117c473ad01f3077e1c12071342,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (63).JPG,2025_12_21_IMG (63).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,58400,9cf1983e54c9bdd8fbc25f3b3f44bda07000208e54ab345e98f962dea1274de8,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (64).JPG,2025_12_21_IMG (64).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,57505,4e74ff90f5fdf52422b24bcc642060947daae40b0f17f6e3e0d88e2e4c89d5bf,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (66).JPG,2025_12_21_IMG (66).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,60691,f10db19f737e4c7d98d31a186e35cd30dfdf914a6ce1d1c4bc2619a052738c37,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (67).JPG,2025_12_21_IMG (67).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,51868,78c7b20d941dd9732dbb4f15a0f598c7302a28316535a5b0d6b6c6f6a762e9d1,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (69).JPG,2025_12_21_IMG (69).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,44871,4aa65e6892cfb736373b1e51816ed8ea92cac90944a7ebae21bec5667de4a642,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (7).JPG,2025_12_21_IMG (7).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,42942,825d7aa644e1e395c925f3613db9ce75215776501bafa347865be50dc8de94ee,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (70).JPG,2025_12_21_IMG (70).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,47271,ccc7a1fbd7202b581bcaa6c3f8652b3137516016d6d9a23935879c54fb1986df,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (72).JPG,2025_12_21_IMG (72).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,55204,88d124539206b3eb20c549d8b19b33252d51e28ee0a09b169dbb08c5c8ea8293,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (75).JPG,2025_12_21_IMG (75).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,52142,dee120eb20e48916d8d26a29e03ff5dd206c8d3c03dc5c1435908b6327cd2d31,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (76).JPG,2025_12_21_IMG (76).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,54079,125bca07014ea39655cb4d578f86cf8ded25db5b4232832e7ee174b624a06789,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (77).JPG,2025_12_21_IMG (77).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,50412,35466c507d8883f7fbfe3cfd487a9d1e686cb6cc52eeb8c640b1ed229265f762,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (8).JPG,2025_12_21_IMG (8).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,45880,142b02953c342be654a4d84f8e3ee97155c073cd909de7119318179639a5753a,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (80).JPG,2025_12_21_IMG (80).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,49255,e5e9bb7e00efa7178071b7c63110a5ee1f70848792de8713edae187587690b83,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (81).JPG,2025_12_21_IMG (81).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,61843,35a0cecbfc5a0e478db8fa17b722915517bdcc029ad990475524f7dc2fb5d2f6,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (82).JPG,2025_12_21_IMG (82).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,60748,c8aedff3504feec20e49ed8b03852f03899498644c0b0a5e7a2d318b3291c003,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (83).JPG,2025_12_21_IMG (83).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,61196,7621138cdb1426bf495844ac176dc57b6e160cc518c54ddd0380bc3bcbf87a2e,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (84).JPG,2025_12_21_IMG (84).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,61186,0c51570d80432e4163c824d187c646709a6e00e8f5ac86445509a5eeb4e82f04,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (85).JPG,2025_12_21_IMG (85).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,60247,66bfcd12f2011c515f54fc0d8a24f554738ffec232cfe2ebd1c94f59a7fbf02b,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (87).JPG,2025_12_21_IMG (87).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,60954,ebc688a0d1449f410c06014b214e50f1b8701dbcff88d7474b5064643b7c846d,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (89).JPG,2025_12_21_IMG (89).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,60244,cea5cb55eb539bb68bdb8a333e87dfdf7f8c1e11fcc745e77d6101505232d67d,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (9).JPG,2025_12_21_IMG (9).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,45744,3d6bb341ccc703d4ad6e1f80a5da7d207fc3f8f4fab7af78b33fc9b6044e9067,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (91).JPG,2025_12_21_IMG (91).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,47733,297ed7ceeae14bc9d5fec3f663b3749326e836081d20438c177b5429353ae817,True,,
dataset/train/Algal leaf spot/2025_12_21_IMG (95).JPG,2025_12_21_IMG (95).JPG,Algal leaf spot,train,.jpg,560,420,RGB,JPEG,1,52963,9a0ed174a82c354748598096108d18301d3b1305e25cc511ad2f4f971b20f363,True,,
