filepath_a,filename_a,split_a,class_a,filepath_b,filename_b,split_b,class_b,hamming_distance,similarity_score,review_status
dataset/train/Algal leaf spot/2025_12_21_IMG (27).JPG,2025_12_21_IMG (27).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (163).JPG,2025_12_21_IMG (163).JPG,test,Algal leaf spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (55).JPG,2025_12_21_IMG (55).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (54).JPG,2025_12_21_IMG (54).JPG,val,Algal leaf spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (75).JPG,2025_12_21_IMG (75).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (73).JPG,2025_12_21_IMG (73).JPG,val,Algal leaf spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (75).JPG,2025_12_21_IMG (75).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (74).JPG,2025_12_21_IMG (74).JPG,val,Algal leaf spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (91).JPG,2025_12_21_IMG (91).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (92).JPG,2025_12_21_IMG (92).JPG,test,Algal leaf spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (109).JPG,2025_12_20_IMG (109).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (106).JPG,2025_12_20_IMG (106).JPG,val,Black spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (140).JPG,2025_12_20_IMG (140).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (141).JPG,2025_12_20_IMG (141).JPG,test,Black spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (147).JPG,2025_12_20_IMG (147).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (148).JPG,2025_12_20_IMG (148).JPG,val,Black spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (21).JPG,2025_12_20_IMG (21).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (20).JPG,2025_12_20_IMG (20).JPG,test,Black spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (275).JPG,2025_12_20_IMG (275).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (276).JPG,2025_12_20_IMG (276).JPG,val,Black spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (290).JPG,2025_12_20_IMG (290).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (289).JPG,2025_12_20_IMG (289).JPG,val,Black spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (369).JPG,2025_12_21_IMG (369).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (368).JPG,2025_12_21_IMG (368).JPG,val,Citrus canker,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (401).JPG,2025_12_21_IMG (401).JPG,train,Citrus canker,dataset/val/Healthy leaf/2025_11_21_IMG (246).JPG,2025_11_21_IMG (246).JPG,val,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (432).JPG,2025_12_21_IMG (432).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (431).JPG,2025_12_21_IMG (431).JPG,test,Citrus canker,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (512).JPG,2025_12_21_IMG (512).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (511).JPG,2025_12_21_IMG (511).JPG,test,Citrus canker,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (515).JPG,2025_12_21_IMG (515).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (517).JPG,2025_12_21_IMG (517).JPG,val,Citrus canker,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (516).JPG,2025_12_21_IMG (516).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (517).JPG,2025_12_21_IMG (517).JPG,val,Citrus canker,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (527).JPG,2025_12_21_IMG (527).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (529).JPG,2025_12_21_IMG (529).JPG,test,Citrus canker,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (553).JPG,2025_12_21_IMG (553).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (554).JPG,2025_12_21_IMG (554).JPG,val,Citrus canker,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (132).JPG,2025_12_20_IMG (132).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (140).JPG,2025_12_20_IMG (140).JPG,test,Citrus pest,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (224).JPG,2025_12_20_IMG (224).JPG,train,Citrus pest,dataset/val/Greening/2025_12_21_IMG (244).JPG,2025_12_21_IMG (244).JPG,val,Greening,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (235).JPG,2025_12_20_IMG (235).JPG,train,Citrus pest,dataset/val/Citrus pest/2025_12_20_IMG (232).JPG,2025_12_20_IMG (232).JPG,val,Citrus pest,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (237).JPG,2025_12_20_IMG (237).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (236).JPG,2025_12_20_IMG (236).JPG,test,Citrus pest,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (244).JPG,2025_12_20_IMG (244).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (243).JPG,2025_12_20_IMG (243).JPG,test,Citrus pest,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (261).JPG,2025_12_20_IMG (261).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (263).JPG,2025_12_20_IMG (263).JPG,test,Citrus pest,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (319).JPG,2025_12_20_IMG (319).JPG,train,Citrus pest,dataset/val/Citrus pest/2025_12_20_IMG (318).JPG,2025_12_20_IMG (318).JPG,val,Citrus pest,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (116).JPG,2025_12_21_IMG (116).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (220).JPG,2025_12_21_IMG (220).JPG,test,Greening,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (14).JPG,2025_12_21_IMG (14).JPG,train,Greening,dataset/val/Greening/2025_12_21_IMG (12).JPG,2025_12_21_IMG (12).JPG,val,Greening,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (235).JPG,2025_12_21_IMG (235).JPG,train,Greening,dataset/test/Algal leaf spot/2025_12_21_IMG (188).JPG,2025_12_21_IMG (188).JPG,test,Algal leaf spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (235).JPG,2025_12_21_IMG (235).JPG,train,Greening,dataset/val/Healthy leaf/2025_11_21_IMG (245).JPG,2025_11_21_IMG (245).JPG,val,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (243).JPG,2025_12_21_IMG (243).JPG,train,Greening,dataset/val/Greening/2025_12_21_IMG (249).JPG,2025_12_21_IMG (249).JPG,val,Greening,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (261).JPG,2025_12_21_IMG (261).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (2).JPG,2025_12_21_IMG (2).JPG,test,Greening,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (261).JPG,2025_12_21_IMG (261).JPG,train,Greening,dataset/val/Greening/2025_12_21_IMG (262).JPG,2025_12_21_IMG (262).JPG,val,Greening,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (286).JPG,2025_12_21_IMG (286).JPG,train,Greening,dataset/val/Greening/2025_12_21_IMG (284).JPG,2025_12_21_IMG (284).JPG,val,Greening,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (301).JPG,2025_12_21_IMG (301).JPG,train,Greening,dataset/test/Citrus canker/2025_12_21_IMG (281).JPG,2025_12_21_IMG (281).JPG,test,Citrus canker,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (302).JPG,2025_12_21_IMG (302).JPG,train,Greening,dataset/test/Citrus canker/2025_12_21_IMG (281).JPG,2025_12_21_IMG (281).JPG,test,Citrus canker,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (36).JPG,2025_12_21_IMG (36).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (55).JPG,2025_12_21_IMG (55).JPG,test,Greening,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (39).JPG,2025_12_21_IMG (39).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (38).JPG,2025_12_21_IMG (38).JPG,test,Greening,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (52).JPG,2025_12_21_IMG (52).JPG,train,Greening,dataset/val/Greening/2025_12_21_IMG (51).JPG,2025_12_21_IMG (51).JPG,val,Greening,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (116).JPG,2025_11_21_IMG (116).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (114).JPG,2025_11_21_IMG (114).JPG,val,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (164).JPG,2025_11_21_IMG (164).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (163).JPG,2025_11_21_IMG (163).JPG,test,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (165).JPG,2025_11_21_IMG (165).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (163).JPG,2025_11_21_IMG (163).JPG,test,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (210).JPG,2025_11_21_IMG (210).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (260).JPG,2025_11_21_IMG (260).JPG,val,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (210).JPG,2025_11_21_IMG (210).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (261).JPG,2025_11_21_IMG (261).JPG,val,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (237).JPG,2025_11_21_IMG (237).JPG,train,Healthy leaf,dataset/val/Greening/2025_12_21_IMG (27).JPG,2025_12_21_IMG (27).JPG,val,Greening,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (255).JPG,2025_11_21_IMG (255).JPG,train,Healthy leaf,dataset/test/Citrus pest/2025_12_20_IMG (301).JPG,2025_12_20_IMG (301).JPG,test,Citrus pest,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (255).JPG,2025_11_21_IMG (255).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (258).JPG,2025_11_21_IMG (258).JPG,test,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (255).JPG,2025_11_21_IMG (255).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (251).JPG,2025_11_21_IMG (251).JPG,val,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (259).JPG,2025_11_21_IMG (259).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (260).JPG,2025_11_21_IMG (260).JPG,val,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (265).JPG,2025_11_21_IMG (265).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (260).JPG,2025_11_21_IMG (260).JPG,val,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (269).JPG,2025_11_21_IMG (269).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (266).JPG,2025_11_21_IMG (266).JPG,test,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (269).JPG,2025_11_21_IMG (269).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (267).JPG,2025_11_21_IMG (267).JPG,val,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (270).JPG,2025_11_21_IMG (270).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (266).JPG,2025_11_21_IMG (266).JPG,test,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (270).JPG,2025_11_21_IMG (270).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (267).JPG,2025_11_21_IMG (267).JPG,val,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (283).JPG,2025_11_21_IMG (283).JPG,train,Healthy leaf,dataset/test/Algal leaf spot/2025_12_21_IMG (170).JPG,2025_12_21_IMG (170).JPG,test,Algal leaf spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (285).JPG,2025_11_21_IMG (285).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (266).JPG,2025_11_21_IMG (266).JPG,test,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (285).JPG,2025_11_21_IMG (285).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (267).JPG,2025_11_21_IMG (267).JPG,val,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (32).JPG,2025_11_21_IMG (32).JPG,train,Healthy leaf,dataset/val/Greening/2025_12_21_IMG (232).JPG,2025_12_21_IMG (232).JPG,val,Greening,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (43).JPG,2025_11_21_IMG (43).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (45).JPG,2025_11_21_IMG (45).JPG,val,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (5).JPG,2025_11_21_IMG (5).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (4).JPG,2025_11_21_IMG (4).JPG,val,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (87).JPG,2025_11_21_IMG (87).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (88).JPG,2025_11_21_IMG (88).JPG,test,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (9).JPG,2025_11_21_IMG (9).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (11).JPG,2025_11_21_IMG (11).JPG,test,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (91).JPG,2025_11_21_IMG (91).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (92).JPG,2025_11_21_IMG (92).JPG,test,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
dataset/val/Black spot/2025_12_20_IMG (171).JPG,2025_12_20_IMG (171).JPG,val,Black spot,dataset/test/Black spot/2025_12_20_IMG (170).JPG,2025_12_20_IMG (170).JPG,test,Black spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/val/Citrus canker/2025_12_21_IMG (340).JPG,2025_12_21_IMG (340).JPG,val,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (344).JPG,2025_12_21_IMG (344).JPG,test,Citrus canker,6,0.90625,near-duplicate candidate requiring manual review
dataset/val/Citrus canker/2025_12_21_IMG (519).JPG,2025_12_21_IMG (519).JPG,val,Citrus canker,dataset/test/Citrus pest/2025_12_20_IMG (360).JPG,2025_12_20_IMG (360).JPG,test,Citrus pest,6,0.90625,near-duplicate candidate requiring manual review
dataset/val/Greening/2025_12_21_IMG (267).JPG,2025_12_21_IMG (267).JPG,val,Greening,dataset/test/Greening/2025_12_21_IMG (266).JPG,2025_12_21_IMG (266).JPG,test,Greening,6,0.90625,near-duplicate candidate requiring manual review
