filepath_a,filepath_b,sources,is_audit_near_candidate,is_filename_neighbor,existing_dhash_distance,dhash_distance,phash_a,phash_b,phash_distance,normalized_pixel_mae,color_histogram_intersection,category,category_label,review_status,filename_a,class_a,split_a,sha256_a,filename_b,class_b,split_b,sha256_b,cross_split,split_combination,class_comparison,same_class_date,filename_number_gap,saved_decision,new_split_a,new_split_b
dataset/test/Black spot/2025_12_20_IMG (227).JPG,dataset/train/Black spot/2025_12_20_IMG (228).JPG,audit_near_candidate|filename_neighbor,True,True,4.0,4,65ed9e9238196364,65cd9e92390b6364,4,0.0127805219963192,0.907470703125,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (227).JPG,Black spot,test,ff0c634b9f35b692a28a0aa1355ab6878142c9c16e001c772bb42c5e432674f5,2025_12_20_IMG (228).JPG,Black spot,train,d9501f031ca2d24022e49a992e111cb66af835309ba708a9f2c66e9d3103944b,True,train-test,Black spot,True,1.0,,test,train
dataset/test/Black spot/2025_12_20_IMG (234).JPG,dataset/train/Black spot/2025_12_20_IMG (233).JPG,filename_neighbor,False,True,,7,616f9e348d931299,616a9e359d931299,4,0.0240595024079084,0.9457194010416666,C,probable near duplicate,requires human verification,2025_12_20_IMG (234).JPG,Black spot,test,f22857cbbf405a2a05b5adc3e04a4baad217cd3f9004300ee6662a7d7593de70,2025_12_20_IMG (233).JPG,Black spot,train,284616e103f92ee472bcd00c83c21ac9a1d5613089611a073f8484de5bd83850,True,train-test,Black spot,True,1.0,,val,train
dataset/test/Black spot/2025_12_20_IMG (254).JPG,dataset/train/Black spot/2025_12_20_IMG (255).JPG,audit_near_candidate|filename_neighbor,True,True,2.0,2,3dc1928fd832d133,3dc1928fd832d133,0,0.0078517543151974,0.9757486979166666,C,probable near duplicate,requires human verification,2025_12_20_IMG (254).JPG,Black spot,test,dfa7393c4f2e55ac229702e7db8a83e46b0b8cd2a1c23a23cdcd38a7c24202cd,2025_12_20_IMG (255).JPG,Black spot,train,ef37aed89e46389255147603b45380b8712f24fd53f2bcd1fe9a0dabb4767e3b,True,train-test,Black spot,True,1.0,,test,train
dataset/test/Black spot/2025_12_20_IMG (256).JPG,dataset/val/Black spot/2025_12_20_IMG (257).JPG,audit_near_candidate|filename_neighbor,True,True,0.0,0,306cc3b2ce9b388d,3064c3b2ce9b3c8d,2,0.0141684534028172,0.8912760416666666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (256).JPG,Black spot,test,44db27c6c71d91fd8f053afa855e621dcd1af2f81b209b94f1dae96d964a8d57,2025_12_20_IMG (257).JPG,Black spot,val,fe7ee857ff75362f901e84ea43bb201091d26d38251f66ee37e06d6282579208,True,val-test,Black spot,True,1.0,,train,val
dataset/test/Black spot/2025_12_20_IMG (266).JPG,dataset/train/Black spot/2025_12_20_IMG (265).JPG,audit_near_candidate|filename_neighbor,True,True,3.0,3,6a83953e6ac0951f,6b82943f6bc0950f,6,0.0117098139598965,0.9341634114583334,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (266).JPG,Black spot,test,9fc591c18c0fdd5bde4e14c2d49770df30aa316cbc5d269fc5663036e1736edf,2025_12_20_IMG (265).JPG,Black spot,train,29baee385863044c5112be270af8c8e2fb88fc4fd058f09d925677e137421f57,True,train-test,Black spot,True,1.0,,test,train
dataset/test/Black spot/2025_12_20_IMG (266).JPG,dataset/val/Black spot/2025_12_20_IMG (267).JPG,audit_near_candidate|filename_neighbor,True,True,4.0,4,6a83953e6ac0951f,6a87953a6a85955a,8,0.0243473630398511,0.9690755208333334,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (266).JPG,Black spot,test,9fc591c18c0fdd5bde4e14c2d49770df30aa316cbc5d269fc5663036e1736edf,2025_12_20_IMG (267).JPG,Black spot,val,f930dc1c43c294e94dfa45a0b6bf968065120933eb2cebf74b9e1cc69eed35de,True,val-test,Black spot,True,1.0,,test,val
dataset/test/Black spot/2025_12_20_IMG (8).JPG,dataset/test/Black spot/2025_12_20_IMG (9).JPG,filename_neighbor,False,True,,1,31d3d20cc9f0cce3,71e3c22ccdb0ccc3,8,0.0243578944355249,0.8926595052083334,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (8).JPG,Black spot,test,aea9c5120688c9c7390f2695cbef2620f3d83cd292c70d56af1279074773323f,2025_12_20_IMG (9).JPG,Black spot,test,7ccd3d04f40059af4e559bf53d21ed5e6d8888964a686d4e8708f994e93d42d3,False,test,Black spot,True,1.0,,train,test
dataset/test/Black spot/2025_12_20_IMG (86).JPG,dataset/train/Black spot/2025_12_20_IMG (87).JPG,filename_neighbor,False,True,,27,2f93c06abf47209a,6b97c0683f87609a,8,0.0708087608218193,0.849609375,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (86).JPG,Black spot,test,0b515892eac1fdd344c8949aa3935c6fc40446895d8c5ab7842685307505d448,2025_12_20_IMG (87).JPG,Black spot,train,d970186102d3a0690d4c59291191af4eff446f47964c43a5d778fd1817a44d03,True,train-test,Black spot,True,1.0,,test,val
dataset/test/Citrus canker/2025_12_21_IMG (281).JPG,dataset/train/Greening/2025_12_21_IMG (85).JPG,audit_near_candidate,True,False,5.0,5,3cc3c370c336c70e,3cc7c3e0c1b2c70b,8,0.0579969696700573,0.8101399739583334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (281).JPG,Citrus canker,test,3793b93a1d8f734e6df20b63f1998181fe0ccf3692f01808f4d8b2f21adc4656,2025_12_21_IMG (85).JPG,Greening,train,cf99c432380dda9e6a16feb36ce288284dfd1cc0651a9f6f1920839f4c34934e,True,train-test,Citrus canker <> Greening,False,196.0,,train,test
dataset/test/Citrus canker/2025_12_21_IMG (344).JPG,dataset/train/Citrus canker/2025_12_21_IMG (341).JPG,audit_near_candidate,True,False,3.0,3,7b3f84e058874378,7b3f84e058874378,0,0.0193518940359354,0.9537760416666666,C,probable near duplicate,requires human verification,2025_12_21_IMG (344).JPG,Citrus canker,test,c2998315fc872f3350091f7fe20149fc201270e07d1491d7431c1af283f64ef4,2025_12_21_IMG (341).JPG,Citrus canker,train,a23e6608a84edbc4ec3e1c8ada9ed8cb7a35cf7e6e16dfcb874adca45554b6e5,True,train-test,Citrus canker,True,3.0,,test,train
dataset/test/Citrus canker/2025_12_21_IMG (344).JPG,dataset/train/Citrus canker/2025_12_21_IMG (343).JPG,audit_near_candidate|filename_neighbor,True,True,1.0,1,7b3f84e058874378,7b3f80e05c874378,2,0.0135691119357943,0.9788411458333334,C,probable near duplicate,requires human verification,2025_12_21_IMG (344).JPG,Citrus canker,test,c2998315fc872f3350091f7fe20149fc201270e07d1491d7431c1af283f64ef4,2025_12_21_IMG (343).JPG,Citrus canker,train,10e5f478f697d5a171536e6563228a3c27b97eeeb760fb4784f28845bd89f6fb,True,train-test,Citrus canker,True,1.0,,test,train
dataset/test/Citrus canker/2025_12_21_IMG (344).JPG,dataset/val/Citrus canker/2025_12_21_IMG (340).JPG,audit_near_candidate,True,False,6.0,6,7b3f84e058874378,7a3f80f05c87427a,6,0.0333307795226573,0.8951009114583334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (344).JPG,Citrus canker,test,c2998315fc872f3350091f7fe20149fc201270e07d1491d7431c1af283f64ef4,2025_12_21_IMG (340).JPG,Citrus canker,val,27a216cbeb05fbb9f8b0d278936188c5c66f768e9a284fb74be6c3d7546801ac,True,val-test,Citrus canker,True,4.0,,test,train
dataset/test/Citrus canker/2025_12_21_IMG (376).JPG,dataset/train/Citrus canker/2025_12_21_IMG (377).JPG,audit_near_candidate|filename_neighbor,True,True,4.0,4,2a97d5ead0540f2a,2a97d5ead0540f2a,0,0.0178417339920997,0.9601236979166666,C,probable near duplicate,requires human verification,2025_12_21_IMG (376).JPG,Citrus canker,test,37970cfb000c25fa49afe3437602816a90b5bbfa506c2cd9a80047592a339d6d,2025_12_21_IMG (377).JPG,Citrus canker,train,18105485d15f6a7bd372b0de5c967847c881c8f2264f7ba80342d4de67be675e,True,train-test,Citrus canker,True,1.0,,train,val
dataset/test/Citrus canker/2025_12_21_IMG (385).JPG,dataset/train/Citrus canker/2025_12_21_IMG (384).JPG,audit_near_candidate|filename_neighbor,True,True,5.0,5,7e95c058c9c1cce6,7eb5c050c9c1cce6,2,0.0130594484508037,0.9755859375,C,probable near duplicate,requires human verification,2025_12_21_IMG (385).JPG,Citrus canker,test,159b19255ff22108b39cb37e20f2edc864836eafd74d41cac62511ad235e488d,2025_12_21_IMG (384).JPG,Citrus canker,train,40305921ac0c5877d1031350988e4584706d0d336aac38d5d7748052e47edfea,True,train-test,Citrus canker,True,1.0,,train,val
dataset/test/Citrus canker/2025_12_21_IMG (387).JPG,dataset/train/Citrus canker/2025_12_21_IMG (386).JPG,audit_near_candidate|filename_neighbor,True,True,5.0,5,3d3ef0f6c2389320,3d3ef0f4c2389b20,2,0.0231882538646459,0.9545084635416666,C,probable near duplicate,requires human verification,2025_12_21_IMG (387).JPG,Citrus canker,test,1a38343d1f2d499e6a9bccc46c229e70396fe2bfb906599697d8d9f2cd871927,2025_12_21_IMG (386).JPG,Citrus canker,train,4ffd268059adabaed0a5689432e23694a5d4f774191db5e838ccbd474bd5df6e,True,train-test,Citrus canker,True,1.0,,test,train
dataset/test/Citrus canker/2025_12_21_IMG (416).JPG,dataset/train/Citrus canker/2025_12_21_IMG (415).JPG,audit_near_candidate|filename_neighbor,True,True,3.0,3,2ae0859f6efab021,2ae8d5952a7ab521,10,0.0107150599360466,0.9742024739583334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (416).JPG,Citrus canker,test,ee308d51e6da793e6130a26c8614101eb051940fdca0844745812df6f0e5c928,2025_12_21_IMG (415).JPG,Citrus canker,train,e512197b282b092e475384e3ddd084cac570103084d00b2179ba14adfcf8c0a2,True,train-test,Citrus canker,True,1.0,,train,test
dataset/test/Citrus canker/2025_12_21_IMG (418).JPG,dataset/train/Citrus canker/2025_12_21_IMG (415).JPG,audit_near_candidate,True,False,2.0,2,2be0859f6ef8b021,2ae8d5952a7ab521,12,0.0115138636901974,0.978759765625,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (418).JPG,Citrus canker,test,d42419c632e8b0803922846e3571e806d92bb5eb7b682d6e4df5c4f75baacfe6,2025_12_21_IMG (415).JPG,Citrus canker,train,e512197b282b092e475384e3ddd084cac570103084d00b2179ba14adfcf8c0a2,True,train-test,Citrus canker,True,3.0,,val,test
dataset/test/Citrus canker/2025_12_21_IMG (418).JPG,dataset/train/Citrus canker/2025_12_21_IMG (417).JPG,audit_near_candidate|filename_neighbor,True,True,1.0,1,2be0859f6ef8b021,2ae0d5956afab421,8,0.0066275405697524,0.9734700520833334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (418).JPG,Citrus canker,test,d42419c632e8b0803922846e3571e806d92bb5eb7b682d6e4df5c4f75baacfe6,2025_12_21_IMG (417).JPG,Citrus canker,train,90a3a5fbfa14b3ba134086027b5a4143dce797ad3956087a81378a276771ae15,True,train-test,Citrus canker,True,1.0,,val,train
dataset/test/Citrus canker/2025_12_21_IMG (431).JPG,dataset/train/Citrus canker/2025_12_21_IMG (429).JPG,audit_near_candidate,True,False,3.0,3,2d3ef238d3e089c1,2d3ef238c3e189c1,2,0.0090951165184378,0.974609375,C,probable near duplicate,requires human verification,2025_12_21_IMG (431).JPG,Citrus canker,test,d0cc201666cca0004e9e0a0faec18c598e19623a5b106b37597ce8ceef5728c2,2025_12_21_IMG (429).JPG,Citrus canker,train,79e27bec83deba10843b560f6b721f10fb7d263fc7bc4e54b6e63c7f551e37d6,True,train-test,Citrus canker,True,2.0,,val,train
dataset/test/Citrus canker/2025_12_21_IMG (431).JPG,dataset/train/Citrus canker/2025_12_21_IMG (430).JPG,audit_near_candidate|filename_neighbor,True,True,2.0,2,2d3ef238d3e089c1,2d3ef238d3e089c1,0,0.0059895832091569,0.9737955729166666,C,probable near duplicate,requires human verification,2025_12_21_IMG (431).JPG,Citrus canker,test,d0cc201666cca0004e9e0a0faec18c598e19623a5b106b37597ce8ceef5728c2,2025_12_21_IMG (430).JPG,Citrus canker,train,724fe2ad0c4ac03d39988f18a86b3287c9ba9edaf9b9c9f38ef3575bd020efce,True,train-test,Citrus canker,True,1.0,,val,train
dataset/test/Citrus canker/2025_12_21_IMG (431).JPG,dataset/train/Citrus canker/2025_12_21_IMG (432).JPG,audit_near_candidate|filename_neighbor,True,True,6.0,6,2d3ef238d3e089c1,2d3ef238d3c189c1,2,0.0179633256047964,0.9602864583333334,C,probable near duplicate,requires human verification,2025_12_21_IMG (431).JPG,Citrus canker,test,d0cc201666cca0004e9e0a0faec18c598e19623a5b106b37597ce8ceef5728c2,2025_12_21_IMG (432).JPG,Citrus canker,train,84e04fba877de67f5c0ea32b9af9e4bc040013975c326b48c1aa26a1fedcd00c,True,train-test,Citrus canker,True,1.0,,val,train
dataset/test/Citrus canker/2025_12_21_IMG (481).JPG,dataset/train/Citrus canker/2025_12_21_IMG (482).JPG,filename_neighbor,False,True,,7,2d96c3698c658c67,2996c3499d678c66,6,0.0361321754753589,0.926025390625,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (481).JPG,Citrus canker,test,a3e0169e0b1c4df5729e0af074789c6c3ce4ce956938a920baa099db33d2aa26,2025_12_21_IMG (482).JPG,Citrus canker,train,ba64cef7b37418a3568abce176b884fb946a84f87ccc15e49391783e6bf3d416,True,train-test,Citrus canker,True,1.0,,train,test
dataset/test/Citrus canker/2025_12_21_IMG (511).JPG,dataset/train/Citrus canker/2025_12_21_IMG (512).JPG,audit_near_candidate|filename_neighbor,True,True,6.0,6,3e48c0b7ad9a36e0,2e6ac097ad9ab2a1,8,0.0246961805969476,0.9502766927083334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (511).JPG,Citrus canker,test,6c330d3b02803339852b7446bb50d3482c1583eb80fc80619bef1df238675d34,2025_12_21_IMG (512).JPG,Citrus canker,train,6c537974384d5ffb28ae40dd27d237c1127e78ac956a7a8f7081284fb41073c6,True,train-test,Citrus canker,True,1.0,,train,val
dataset/test/Citrus canker/2025_12_21_IMG (529).JPG,dataset/train/Citrus canker/2025_12_21_IMG (527).JPG,audit_near_candidate,True,False,6.0,6,2a35927a9c4db4cc,2b95925a8d6cb4c6,10,0.0429333262145519,0.9415690104166666,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (529).JPG,Citrus canker,test,3785fbd4604d5478cd386d8671a6e427ad7b7938561ecb8da52c3e99c2ada64d,2025_12_21_IMG (527).JPG,Citrus canker,train,4bd80394e15be22d32e13f55837aa76f540a150758d9fb51b1aa311155b8322c,True,train-test,Citrus canker,True,2.0,,test,train
dataset/test/Citrus canker/2025_12_21_IMG (559).JPG,dataset/train/Citrus canker/2025_12_21_IMG (560).JPG,filename_neighbor,False,True,,8,6ac0953fca648d96,6a81953ec2658fb4,8,0.0380607284605503,0.94873046875,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (559).JPG,Citrus canker,test,f5bda7b8c49b757d4cc8412273db56c2f81b24a82d41f9500ca789c2a74453ac,2025_12_21_IMG (560).JPG,Citrus canker,train,8b34b70b460cefae18103c67e999fe64e70d5ee631607b52c22e9b2c240b9908,True,train-test,Citrus canker,True,1.0,,test,train
dataset/test/Citrus canker/2025_12_21_IMG (562).JPG,dataset/train/Citrus canker/2025_12_21_IMG (561).JPG,audit_near_candidate|filename_neighbor,True,True,4.0,4,7a2785d05a8f6839,7a3785c05a8f6839,2,0.0111768543720245,0.9795735677083334,C,probable near duplicate,requires human verification,2025_12_21_IMG (562).JPG,Citrus canker,test,f11b92bf5c622c33af818385c2043710a8f9307ce98e4ab0d422c60705dd0a72,2025_12_21_IMG (561).JPG,Citrus canker,train,3ebd1e04f2fb176de07bc75f650994b7d5e2638187f78a8149c2f7ca60a6ac2b,True,train-test,Citrus canker,True,1.0,,train,test
dataset/test/Citrus canker/2025_12_21_IMG (564).JPG,dataset/val/Citrus canker/2025_12_21_IMG (565).JPG,filename_neighbor,False,True,,7,666c92949936d936,646d929d9b169b12,10,0.0313907414674758,0.9535319010416666,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (564).JPG,Citrus canker,test,38f115f4b4bb8a1817d427e692eb772cffbadf491f975b163719f779cbe561a8,2025_12_21_IMG (565).JPG,Citrus canker,val,ddb1910241ac7129e5d7dbd896c2d9a19c26a93fc819a38b26139cf163d20055,True,val-test,Citrus canker,True,1.0,,train,val
dataset/test/Citrus pest/2025_12_20_IMG (207).JPG,dataset/test/Citrus pest/2025_12_20_IMG (208).JPG,filename_neighbor,False,True,,1,7f4184af1eb07143,7b4180af1fb07147,4,0.0066029666922986,0.957763671875,C,probable near duplicate,requires human verification,2025_12_20_IMG (207).JPG,Citrus pest,test,ed46f4938f6f9342d6b9c6e0021861da13b1811493c0971fbef8f455285098d2,2025_12_20_IMG (208).JPG,Citrus pest,test,5bfa99daf03100d0062a58aee578f072f5d8dcffd5ff8a75171ab101baae681e,False,test,Citrus pest,True,1.0,,val,train
dataset/test/Citrus pest/2025_12_20_IMG (207).JPG,dataset/train/Citrus pest/2025_12_20_IMG (206).JPG,audit_near_candidate|filename_neighbor,True,True,2.0,2,7f4184af1eb07143,7b4184af1fb07143,2,0.0127345668151974,0.9440104166666666,C,probable near duplicate,requires human verification,2025_12_20_IMG (207).JPG,Citrus pest,test,ed46f4938f6f9342d6b9c6e0021861da13b1811493c0971fbef8f455285098d2,2025_12_20_IMG (206).JPG,Citrus pest,train,45082f76a1884c9bbd1ac63ee539b964aa1346e637045add314489dd561e4550,True,train-test,Citrus pest,True,1.0,,val,test
dataset/test/Citrus pest/2025_12_20_IMG (208).JPG,dataset/train/Citrus pest/2025_12_20_IMG (206).JPG,audit_near_candidate,True,False,1.0,1,7b4180af1fb07147,7b4184af1fb07143,2,0.0157938245683908,0.9278971354166666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (208).JPG,Citrus pest,test,5bfa99daf03100d0062a58aee578f072f5d8dcffd5ff8a75171ab101baae681e,2025_12_20_IMG (206).JPG,Citrus pest,train,45082f76a1884c9bbd1ac63ee539b964aa1346e637045add314489dd561e4550,True,train-test,Citrus pest,True,2.0,,train,test
dataset/test/Citrus pest/2025_12_20_IMG (243).JPG,dataset/train/Citrus pest/2025_12_20_IMG (244).JPG,audit_near_candidate|filename_neighbor,True,True,6.0,6,2ac895357a7264cb,2bc894355f7264ca,6,0.0179202407598495,0.959716796875,C,probable near duplicate,requires human verification,2025_12_20_IMG (243).JPG,Citrus pest,test,819a085a79c59ab6eb926bc2942842246a04d4c1fcc44157b3e607afffc8178e,2025_12_20_IMG (244).JPG,Citrus pest,train,1e8d24ce938de9aa72fd5659dd500271b16b69acb096fc12d557df08d924ffbf,True,train-test,Citrus pest,True,1.0,,val,test
dataset/test/Citrus pest/2025_12_20_IMG (267).JPG,dataset/train/Citrus pest/2025_12_20_IMG (268).JPG,filename_neighbor,False,True,,7,2b15c5cadbc9603c,2b14c1ead9c9743c,6,0.0439992435276508,0.9281412760416666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (267).JPG,Citrus pest,test,53ab3589b940ec6b4c8067fc6362df46448b11a15b886b267be2080415037f01,2025_12_20_IMG (268).JPG,Citrus pest,train,39341f903c7712a53c3413b1b91703e359ea171cff441c24bed6b55c502c66db,True,train-test,Citrus pest,True,1.0,,train,val
dataset/test/Citrus pest/2025_12_20_IMG (273).JPG,dataset/train/Citrus pest/2025_12_20_IMG (274).JPG,filename_neighbor,False,True,,8,2f1996ec9a86c998,2f1896cc9ac4d9cc,8,0.0554227940738201,0.9064127604166666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (273).JPG,Citrus pest,test,e272ccb38d40ac3bae1b7f2e31dca6db5fccb86d1de8f92a564c48407ddb287f,2025_12_20_IMG (274).JPG,Citrus pest,train,330aa1f9e33b08c2cf45d7c4253d2622543a1d0c2b4f424991e9ec3f1a30e674,True,train-test,Citrus pest,True,1.0,,test,train
dataset/test/Citrus pest/2025_12_20_IMG (303).JPG,dataset/train/Citrus pest/2025_12_20_IMG (193).JPG,audit_near_candidate,True,False,1.0,1,2ee2d0157b5a6067,2ee2d0157b5a6067,0,0.0059860725887119,0.965576171875,C,probable near duplicate,requires human verification,2025_12_20_IMG (303).JPG,Citrus pest,test,687dad7a393062817f1890102092e6072bd3533d78e0a604e7bf604df91f435e,2025_12_20_IMG (193).JPG,Citrus pest,train,7409257c14c8565b51b1cb81c43a4405d776ee868a7ef2e2e8146bc622eff095,True,train-test,Citrus pest,True,110.0,,val,train
dataset/test/Citrus pest/2025_12_20_IMG (303).JPG,dataset/train/Citrus pest/2025_12_20_IMG (302).JPG,audit_near_candidate|filename_neighbor,True,True,2.0,2,2ee2d0157b5a6067,2ee2d0156f5a6067,2,0.0147186471149325,0.9486490885416666,C,probable near duplicate,requires human verification,2025_12_20_IMG (303).JPG,Citrus pest,test,687dad7a393062817f1890102092e6072bd3533d78e0a604e7bf604df91f435e,2025_12_20_IMG (302).JPG,Citrus pest,train,e6dc6b950416d390e405a801ef047c3111d74c95c7f3da05b039e397b5bc897e,True,train-test,Citrus pest,True,1.0,,val,train
dataset/test/Citrus pest/2025_12_20_IMG (315).JPG,dataset/train/Citrus pest/2025_12_20_IMG (316).JPG,audit_near_candidate|filename_neighbor,True,True,3.0,3,65ba9ac9cbc4e260,65b29ac9cbc5e260,2,0.0077177160419523,0.9761555989583334,C,probable near duplicate,requires human verification,2025_12_20_IMG (315).JPG,Citrus pest,test,aa921e62067adc9bf60a07bc4707a12679389f93b7b76950a69ff27877eb8f4f,2025_12_20_IMG (316).JPG,Citrus pest,train,08f5760fd76fadf8aa4dd9b32d90e03f461d901b830b97d1accbcc59a0a5a2a5,True,train-test,Citrus pest,True,1.0,,test,train
dataset/test/Citrus pest/2025_12_20_IMG (380).JPG,dataset/train/Citrus pest/2025_12_20_IMG (379).JPG,audit_near_candidate|filename_neighbor,True,True,1.0,1,716c9236c992cd99,712c9236cb92cd99,2,0.0102679478004574,0.9657389322916666,C,probable near duplicate,requires human verification,2025_12_20_IMG (380).JPG,Citrus pest,test,6bdd4a4643e563556998deee2d1363a44cc18c6772a07678a76c23cf40a9d170,2025_12_20_IMG (379).JPG,Citrus pest,train,5ee69ca1be7b5b58800b24137a395f6be785f64b9f085f58c0d5aff47df274e3,True,train-test,Citrus pest,True,1.0,,train,val
dataset/test/Citrus pest/2025_12_20_IMG (387).JPG,dataset/test/Citrus pest/2025_12_20_IMG (388).JPG,filename_neighbor,False,True,,0,61cbceb196339426,61cbceb892339626,4,0.0164024215191602,0.9475911458333334,C,probable near duplicate,requires human verification,2025_12_20_IMG (387).JPG,Citrus pest,test,3f75ca285cb9369e9bb47ee40fea1792c43c49cfbd4b5c97bbad88cfa060150a,2025_12_20_IMG (388).JPG,Citrus pest,test,9e11f758242cc11829e7b71867fddde247081f1a4988446ca5c13891b2ba8ab1,False,test,Citrus pest,True,1.0,,test,train
dataset/test/Citrus pest/2025_12_20_IMG (388).JPG,dataset/train/Citrus pest/2025_12_20_IMG (389).JPG,audit_near_candidate|filename_neighbor,True,True,0.0,0,61cbceb892339626,61cbceb892339436,2,0.0149056641384959,0.9324544270833334,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (388).JPG,Citrus pest,test,9e11f758242cc11829e7b71867fddde247081f1a4988446ca5c13891b2ba8ab1,2025_12_20_IMG (389).JPG,Citrus pest,train,fc6b7b8b78b415b16d10e3d0d262e654377872b5811a051d691c281757109ff5,True,train-test,Citrus pest,True,1.0,,train,test
